itemidx,orginidx
87028,16123
62669,16124
90958,16125
7138,16126
43269,16127
77682,16128
79111,16129
85574,16130
88652,16131
91880,16132
104631,16133
108873,16134
109251,16135
115629,16136
80086,16137
53133,16138
77146,16139
118866,16140
129241,16141
129243,16142
129245,16143
72915,16144
73198,16145
99832,16146
52980,16147
119655,16148
8839,16149
93063,16150
73416,16151
78420,16152
87549,16153
26992,16154
27124,16155
40457,16156
95771,16157
96058,16158
100397,16159
103808,16160
110645,16161
112655,16162
116680,16163
117434,16164
117893,16165
119685,16166
121126,16167
121483,16168
122441,16169
65667,16170
80808,16171
83619,16172
91935,16173
92944,16174
99633,16175
102007,16176
104583,16177
121029,16178
122932,16179
76829,16180
117428,16181
103208,16182
92154,16183
727,16184
8747,16185
104144,16186
97308,16187
97533,16188
97715,16189
26755,16190
92214,16191
50892,16192
76776,16193
78016,16194
86717,16195
4551,16196
5089,16197
1720,16198
93473,16199
114793,16200
88483,16201
74113,16202
93821,16203
108527,16204
8819,16205
84017,16206
72628,16207
78081,16208
95133,16209
110433,16210
73590,16211
7281,16212
1622,16213
79551,16214
80321,16215
94184,16216
103328,16217
104883,16218
124859,16219
26432,16220
27548,16221
74064,16222
83330,16223
90566,16224
106222,16225
117861,16226
78614,16227
81673,16228
103454,16229
4461,16230
45899,16231
47815,16232
53651,16233
57648,16234
81795,16235
87076,16236
87773,16237
87798,16238
69187,16239
121227,16240
26898,16241
56931,16242
78344,16243
78536,16244
80836,16245
91933,16246
100262,16247
100264,16248
100266,16249
100756,16250
39410,16251
32928,16252
66295,16253
67363,16254
102735,16255
70587,16256
26714,16257
26401,16258
2235,16259
2895,16260
1740,16261
78011,16262
88063,16263
99387,16264
89662,16265
73822,16266
73513,16267
5716,16268
8859,16269
31490,16270
42761,16271
43682,16272
48159,16273
54284,16274
54958,16275
70762,16276
76147,16277
81094,16278
84019,16279
93128,16280
95670,16281
97059,16282
99371,16283
100904,16284
25874,16285
47146,16286
58812,16287
60189,16288
60838,16289
62206,16290
62761,16291
62781,16292
64243,16293
67865,16294
76156,16295
77342,16296
77344,16297
77752,16298
78045,16299
78669,16300
79236,16301
79281,16302
79458,16303
79461,16304
79640,16305
79882,16306
80478,16307
82382,16308
86246,16309
86382,16310
88135,16311
88975,16312
93672,16313
94407,16314
96870,16315
98996,16316
106156,16317
106173,16318
109925,16319
7648,16320
100210,16321
101678,16322
104778,16323
105965,16324
106881,16325
107400,16326
107541,16327
110750,16328
111314,16329
111329,16330
112749,16331
130069,16332
88116,16333
53843,16334
58994,16335
86675,16336
26417,16337
26645,16338
78916,16339
91556,16340
91911,16341
98298,16342
98509,16343
100238,16344
102514,16345
104072,16346
108332,16347
108551,16348
108592,16349
108647,16350
108901,16351
109008,16352
109010,16353
109290,16354
110061,16355
110273,16356
110316,16357
110781,16358
110295,16359
120938,16360
32211,16361
50574,16362
71482,16363
91371,16364
110337,16365
111732,16366
113630,16367
8702,16368
83006,16369
105778,16370
35681,16371
40597,16372
61950,16373
68489,16374
73226,16375
86797,16376
87425,16377
87435,16378
87642,16379
87802,16380
87804,16381
88067,16382
26369,16383
45689,16384
73531,16385
84120,16386
89623,16387
44427,16388
46961,16389
65562,16390
26976,16391
71029,16392
81983,16393
107636,16394
108506,16395
26676,16396
2601,16397
27919,16398
27276,16399
96114,16400
101207,16401
26553,16402
43389,16403
87168,16404
120757,16405
7100,16406
32653,16407
65350,16408
111624,16409
111815,16410
31692,16411
66859,16412
78422,16413
5920,16414
70008,16415
101952,16416
117574,16417
117576,16418
117310,16419
71444,16420
96296,16421
27436,16422
65907,16423
27189,16424
79501,16425
105439,16426
111257,16427
54020,16428
60124,16429
61035,16430
60110,16431
74657,16432
25989,16433
40478,16434
103561,16435
112988,16436
6843,16437
25921,16438
26220,16439
31340,16440
37113,16441
47902,16442
52237,16443
52913,16444
57960,16445
67096,16446
71104,16447
71384,16448
72045,16449
73114,16450
77496,16451
82834,16452
5714,16453
46098,16454
99724,16455
101947,16456
6563,16457
82608,16458
33507,16459
32674,16460
77736,16461
47239,16462
2737,16463
6076,16464
73284,16465
74493,16466
89164,16467
90916,16468
100068,16469
108987,16470
109769,16471
117344,16472
85209,16473
97175,16474
8454,16475
109284,16476
115821,16477
98126,16478
9009,16479
67420,16480
85738,16481
85740,16482
82676,16483
8829,16484
43828,16485
48895,16486
53584,16487
55324,16488
59366,16489
99708,16490
27163,16491
95533,16492
64999,16493
97946,16494
59173,16495
114242,16496
34371,16497
95205,16498
95216,16499
95234,16500
94839,16501
92481,16502
99960,16503
100034,16504
96496,16505
79644,16506
43039,16507
73914,16508
76258,16509
77808,16510
54455,16511
3458,16512
94837,16513
103657,16514
111734,16515
116491,16516
119567,16517
121035,16518
122569,16519
126951,16520
129030,16521
119901,16522
119904,16523
119907,16524
72263,16525
73160,16526
27087,16527
71497,16528
75803,16529
115147,16530
8944,16531
27220,16532
27779,16533
31447,16534
47063,16535
48346,16536
52781,16537
79914,16538
82274,16539
84557,16540
87867,16541
92674,16542
93061,16543
94893,16544
98085,16545
98116,16546
98556,16547
101170,16548
101258,16549
101260,16550
103723,16551
105075,16552
105463,16553
105597,16554
107312,16555
110159,16556
111783,16557
111961,16558
112089,16559
114980,16560
115534,16561
115943,16562
115945,16563
116700,16564
116857,16565
117638,16566
118496,16567
118512,16568
119182,16569
120574,16570
121129,16571
121190,16572
121382,16573
121413,16574
122300,16575
122335,16576
122413,16577
122425,16578
122699,16579
123192,16580
123465,16581
123477,16582
124348,16583
124507,16584
124851,16585
125970,16586
125972,16587
125974,16588
126733,16589
126921,16590
128169,16591
128173,16592
128540,16593
128968,16594
129913,16595
109425,16596
51457,16597
59846,16598
69284,16599
75929,16600
83316,16601
99249,16602
101754,16603
102299,16604
106834,16605
108601,16606
115828,16607
116981,16608
8646,16609
97973,16610
106344,16611
107769,16612
108243,16613
128914,16614
129358,16615
102165,16616
106197,16617
118814,16618
34505,16619
38086,16620
45072,16621
78585,16622
86521,16623
106892,16624
111303,16625
114514,16626
119126,16627
121202,16628
42172,16629
117456,16630
79663,16631
96683,16632
8892,16633
26655,16634
72109,16635
72880,16636
75823,16637
77291,16638
79203,16639
79686,16640
92424,16641
95115,16642
95752,16643
26590,16644
73820,16645
80967,16646
82857,16647
86416,16648
93029,16649
93693,16650
96724,16651
102590,16652
106768,16653
76743,16654
66506,16655
99415,16656
104314,16657
1714,16658
5913,16659
95971,16660
98045,16661
109313,16662
122948,16663
127186,16664
129293,16665
129295,16666
129305,16667
129352,16668
129407,16669
129516,16670
129518,16671
129520,16672
129526,16673
129741,16674
130062,16675
6521,16676
96845,16677
97300,16678
73790,16679
98151,16680
71007,16681
93954,16682
99012,16683
99130,16684
7645,16685
73900,16686
79769,16687
81111,16688
82097,16689
83004,16690
91805,16691
94661,16692
98198,16693
99636,16694
105343,16695
106462,16696
106561,16697
107707,16698
109093,16699
109096,16700
117506,16701
63544,16702
98922,16703
103665,16704
5443,16705
67009,16706
78649,16707
86491,16708
93379,16709
93492,16710
99706,16711
108043,16712
41889,16713
69904,16714
88138,16715
90965,16716
108791,16717
117061,16718
112381,16719
4539,16720
31851,16721
109904,16722
109989,16723
110669,16724
71453,16725
86430,16726
86590,16727
91035,16728
27539,16729
61041,16730
78959,16731
118572,16732
61931,16733
8224,16734
32811,16735
33261,16736
52202,16737
58945,16738
74297,16739
75386,16740
25735,16741
25778,16742
25800,16743
25808,16744
25882,16745
25990,16746
26338,16747
42952,16748
46880,16749
46979,16750
48567,16751
52173,16752
58740,16753
60585,16754
61451,16755
71719,16756
71936,16757
71980,16758
72934,16759
73630,16760
74701,16761
78224,16762
80107,16763
80288,16764
80421,16765
81658,16766
84248,16767
88419,16768
91302,16769
100185,16770
100277,16771
104406,16772
105364,16773
107539,16774
112710,16775
115180,16776
118858,16777
36511,16778
71993,16779
26288,16780
119430,16781
5807,16782
93365,16783
2274,16784
4257,16785
77729,16786
79232,16787
60309,16788
8704,16789
8444,16790
26013,16791
26765,16792
26911,16793
27268,16794
44779,16795
47482,16796
50613,16797
52641,16798
72777,16799
80761,16800
82366,16801
86864,16802
86866,16803
87975,16804
92672,16805
92923,16806
97643,16807
98019,16808
98464,16809
98633,16810
98825,16811
98847,16812
98854,16813
98856,16814
99089,16815
99182,16816
99640,16817
100205,16818
102060,16819
102356,16820
70366,16821
91517,16822
95524,16823
95890,16824
96030,16825
97650,16826
98471,16827
101924,16828
104936,16829
106238,16830
27040,16831
96210,16832
8402,16833
2230,16834
85325,16835
56797,16836
99452,16837
131164,16838
131166,16839
6174,16840
81497,16841
5706,16842
102675,16843
74491,16844
83457,16845
8953,16846
9017,16847
8139,16848
8904,16849
33318,16850
65633,16851
90963,16852
31600,16853
61373,16854
91840,16855
91927,16856
63332,16857
79980,16858
100393,16859
100725,16860
46821,16861
94190,16862
67871,16863
114906,16864
88301,16865
95085,16866
99367,16867
101428,16868
103120,16869
58061,16870
67424,16871
83385,16872
94280,16873
5776,16874
8881,16875
26010,16876
63629,16877
4096,16878
79507,16879
27835,16880
5755,16881
4955,16882
7191,16883
26465,16884
7230,16885
8760,16886
105805,16887
68919,16888
123493,16889
128316,16890
128490,16891
129812,16892
130454,16893
45100,16894
97662,16895
82840,16896
124867,16897
35826,16898
26778,16899
104224,16900
37257,16901
114550,16902
45521,16903
81059,16904
120462,16905
26551,16906
26589,16907
109869,16908
40015,16909
44663,16910
2319,16911
110119,16912
112481,16913
96460,16914
115524,16915
3381,16916
79321,16917
128836,16918
100363,16919
4059,16920
26438,16921
103667,16922
69722,16923
8359,16924
86762,16925
76145,16926
76182,16927
118272,16928
111587,16929
123951,16930
125658,16931
53453,16932
79805,16933
99126,16934
67706,16935
93674,16936
43801,16937
89351,16938
81495,16939
2223,16940
89714,16941
7752,16942
6052,16943
83300,16944
57843,16945
88452,16946
1774,16947
7183,16948
109372,16949
112990,16950
80717,16951
90649,16952
93535,16953
2980,16954
102294,16955
93923,16956
116217,16957
33524,16958
66857,16959
66977,16960
72585,16961
116171,16962
116179,16963
116183,16964
116511,16965
119196,16966
83569,16967
112506,16968
5558,16969
96945,16970
5926,16971
6007,16972
36326,16973
107836,16974
107643,16975
6654,16976
32890,16977
32128,16978
27018,16979
51486,16980
84226,16981
84228,16982
31353,16983
8843,16984
27909,16985
92817,16986
65238,16987
70964,16988
84863,16989
7922,16990
120132,16991
6814,16992
7229,16993
32385,16994
66234,16995
6061,16996
110968,16997
106160,16998
48235,16999
68012,17000
69708,17001
72724,17002
74135,17003
75434,17004
78635,17005
80560,17006
90432,17007
90462,17008
92079,17009
92728,17010
92747,17011
93568,17012
105575,17013
105799,17014
127875,17015
4843,17016
6432,17017
6853,17018
7271,17019
25903,17020
31915,17021
33790,17022
54251,17023
27444,17024
93469,17025
60983,17026
88759,17027
107987,17028
27602,17029
32216,17030
45639,17031
72722,17032
73148,17033
73501,17034
26822,17035
43244,17036
44585,17037
59895,17038
70370,17039
70421,17040
70684,17041
6096,17042
89206,17043
52548,17044
5549,17045
27345,17046
69341,17047
74647,17048
79222,17049
59854,17050
6933,17051
8506,17052
27840,17053
33092,17054
43997,17055
47681,17056
55406,17057
59867,17058
65729,17059
66389,17060
69908,17061
70418,17062
70549,17063
78776,17064
81898,17065
82356,17066
89147,17067
93729,17068
94101,17069
97697,17070
99677,17071
99809,17072
100593,17073
102297,17074
103116,17075
103118,17076
104595,17077
104971,17078
104973,17079
105155,17080
105663,17081
106405,17082
107700,17083
107881,17084
109533,17085
112083,17086
112338,17087
112733,17088
114170,17089
114186,17090
114715,17091
117555,17092
118764,17093
123735,17094
125628,17095
130852,17096
26827,17097
95137,17098
116227,17099
128506,17100
128834,17101
129189,17102
129514,17103
129713,17104
70517,17105
84801,17106
5654,17107
92206,17108
115119,17109
128830,17110
31330,17111
101756,17112
25770,17113
33863,17114
53379,17115
68226,17116
60183,17117
6043,17118
6172,17119
116169,17120
118392,17121
77433,17122
55888,17123
71152,17124
112653,17125
111626,17126
25736,17127
734,17128
8544,17129
59044,17130
81671,17131
32836,17132
47561,17133
70425,17134
81501,17135
83529,17136
111647,17137
127096,17138
34170,17139
97332,17140
33140,17141
8887,17142
109282,17143
77141,17144
26459,17145
2251,17146
112229,17147
55681,17148
83577,17149
107252,17150
107281,17151
107434,17152
107903,17153
115130,17154
115895,17155
127102,17156
128860,17157
96590,17158
57432,17159
27074,17160
61567,17161
27824,17162
33328,17163
42677,17164
53183,17165
59844,17166
70223,17167
70545,17168
72850,17169
80124,17170
81981,17171
103081,17172
107625,17173
109529,17174
1842,17175
74475,17176
114250,17177
103819,17178
106138,17179
107017,17180
99043,17181
32520,17182
32126,17183
99638,17184
8846,17185
68831,17186
72030,17187
79220,17188
82035,17189
87186,17190
96937,17191
3187,17192
5729,17193
5790,17194
1155,17195
7393,17196
8728,17197
56022,17198
101672,17199
32415,17200
46154,17201
87296,17202
88734,17203
100385,17204
68833,17205
99243,17206
1710,17207
8824,17208
107397,17209
90264,17210
26195,17211
7103,17212
72041,17213
107067,17214
4726,17215
49973,17216
78534,17217
6164,17218
8685,17219
92793,17220
26080,17221
26098,17222
81806,17223
83268,17224
86502,17225
87527,17226
91866,17227
95145,17228
95147,17229
95163,17230
96007,17231
96964,17232
104861,17233
65651,17234
70839,17235
70843,17236
70867,17237
70869,17238
61467,17239
86033,17240
127202,17241
58409,17242
5908,17243
48530,17244
81880,17245
26180,17246
27350,17247
32605,17248
46762,17249
60059,17250
61031,17251
68614,17252
80715,17253
80779,17254
98063,17255
101536,17256
101579,17257
101803,17258
102953,17259
104685,17260
105034,17261
106970,17262
110030,17263
112850,17264
113430,17265
113751,17266
114457,17267
114945,17268
115021,17269
115240,17270
115711,17271
117146,17272
120301,17273
120412,17274
125646,17275
129360,17276
69483,17277
81092,17278
100085,17279
101940,17280
106503,17281
32325,17282
68115,17283
70235,17284
73339,17285
73774,17286
73826,17287
79543,17288
80109,17289
81768,17290
82055,17291
82283,17292
82298,17293
82313,17294
84485,17295
84512,17296
87884,17297
88005,17298
90937,17299
94803,17300
4134,17301
98217,17302
105715,17303
49299,17304
96726,17305
106897,17306
4457,17307
111787,17308
113582,17309
113775,17310
73365,17311
74061,17312
115971,17313
69626,17314
101413,17315
119563,17316
93797,17317
96689,17318
8453,17319
129032,17320
96096,17321
118095,17322
80247,17323
49737,17324
72670,17325
110216,17326
123107,17327
5138,17328
8597,17329
8653,17330
27147,17331
27530,17332
32830,17333
43813,17334
45537,17335
48770,17336
55487,17337
59665,17338
62385,17339
65556,17340
65986,17341
66051,17342
66584,17343
67896,17344
70513,17345
71133,17346
71154,17347
73741,17348
74099,17349
74619,17350
76277,17351
77778,17352
78620,17353
80424,17354
81451,17355
81660,17356
81744,17357
83246,17358
85896,17359
85997,17360
91582,17361
92354,17362
3277,17363
71865,17364
90009,17365
99906,17366
110611,17367
118880,17368
121308,17369
5579,17370
93610,17371
6738,17372
33533,17373
61279,17374
65300,17375
68175,17376
100093,17377
104996,17378
105340,17379
109728,17380
109781,17381
109806,17382
109953,17383
109991,17384
111852,17385
72958,17386
88485,17387
92819,17388
97895,17389
98394,17390
99992,17391
101685,17392
126219,17393
64750,17394
68976,17395
7446,17396
560,17397
25819,17398
25984,17399
26243,17400
26429,17401
27754,17402
53855,17403
78416,17404
94659,17405
96792,17406
103478,17407
110593,17408
111628,17409
111726,17410
113105,17411
117885,17412
119703,17413
128679,17414
7244,17415
27070,17416
81669,17417
84103,17418
69269,17419
73170,17420
1467,17421
96383,17422
77296,17423
88574,17424
51004,17425
51921,17426
60479,17427
97966,17428
41130,17429
9012,17430
26737,17431
39941,17432
59180,17433
69559,17434
88682,17435
91286,17436
96901,17437
98441,17438
110752,17439
112577,17440
112735,17441
112921,17442
120821,17443
81441,17444
110106,17445
120769,17446
127298,17447
130326,17448
65063,17449
77357,17450
102497,17451
88704,17452
96543,17453
8925,17454
33415,17455
79191,17456
60193,17457
86148,17458
81075,17459
105028,17460
7627,17461
26751,17462
87608,17463
114009,17464
115133,17465
58434,17466
45981,17467
31555,17468
32994,17469
91288,17470
89367,17471
129370,17472
67135,17473
69503,17474
114248,17475
48555,17476
6836,17477
55226,17478
63760,17479
66927,17480
68044,17481
71182,17482
71758,17483
4542,17484
100365,17485
117928,17486
32617,17487
55147,17488
63339,17489
33821,17490
50379,17491
90547,17492
107372,17493
130954,17494
130960,17495
131027,17496
95151,17497
127315,17498
49899,17499
815,17500
82454,17501
98036,17502
105234,17503
92161,17504
96578,17505
51354,17506
61108,17507
92453,17508
90426,17509
7322,17510
25743,17511
25894,17512
26067,17513
26634,17514
26767,17515
27081,17516
27235,17517
30808,17518
31535,17519
31638,17520
32719,17521
33253,17522
33762,17523
33767,17524
34008,17525
42208,17526
43803,17527
44752,17528
46901,17529
50550,17530
50585,17531
51800,17532
53851,17533
55434,17534
56551,17535
56748,17536
57269,17537
57991,17538
59074,17539
61475,17540
62920,17541
63772,17542
66861,17543
68853,17544
68884,17545
69072,17546
69336,17547
69356,17548
70988,17549
71017,17550
72388,17551
73328,17552
73334,17553
74404,17554
74406,17555
74748,17556
74799,17557
76692,17558
76695,17559
78381,17560
78677,17561
78858,17562
79081,17563
79197,17564
79388,17565
79653,17566
80713,17567
80789,17568
81104,17569
81216,17570
81330,17571
82068,17572
82911,17573
83189,17574
84779,17575
87566,17576
87994,17577
88171,17578
89521,17579
91216,17580
91362,17581
91558,17582
92652,17583
94917,17584
96571,17585
97797,17586
98693,17587
99999,17588
100042,17589
101706,17590
101812,17591
101855,17592
101918,17593
101984,17594
102152,17595
102804,17596
105032,17597
105271,17598
105330,17599
105841,17600
105846,17601
105849,17602
108930,17603
109833,17604
110588,17605
110597,17606
110765,17607
110895,17608
111042,17609
111704,17610
111776,17611
112019,17612
112725,17613
113608,17614
113924,17615
114122,17616
114254,17617
115676,17618
115678,17619
115680,17620
115715,17621
115772,17622
115775,17623
129348,17624
130351,17625
814,17626
72866,17627
83558,17628
111332,17629
103798,17630
99787,17631
129739,17632
3383,17633
91010,17634
35828,17635
76051,17636
76056,17637
76241,17638
78192,17639
78196,17640
78873,17641
79838,17642
87882,17643
88065,17644
89632,17645
91250,17646
93782,17647
93921,17648
94900,17649
103050,17650
103671,17651
105084,17652
105477,17653
109277,17654
111255,17655
112907,17656
115973,17657
116704,17658
118762,17659
121370,17660
27239,17661
8594,17662
46912,17663
79633,17664
96640,17665
100469,17666
86410,17667
95835,17668
98768,17669
98842,17670
104990,17671
117314,17672
94114,17673
50347,17674
67890,17675
3352,17676
35629,17677
50589,17678
82328,17679
49872,17680
78278,17681
104390,17682
104867,17683
107555,17684
107579,17685
107619,17686
108132,17687
108134,17688
111031,17689
114503,17690
122938,17691
125077,17692
130970,17693
90359,17694
6381,17695
400,17696
1424,17697
87984,17698
96757,17699
77162,17700
6894,17701
105950,17702
127054,17703
89983,17704
5536,17705
85374,17706
4170,17707
5708,17708
31598,17709
26314,17710
98400,17711
130784,17712
87572,17713
92106,17714
5545,17715
7245,17716
31649,17717
77990,17718
84646,17719
92104,17720
26127,17721
30742,17722
66053,17723
66590,17724
69169,17725
74967,17726
79927,17727
85542,17728
86318,17729
99609,17730
103996,17731
116529,17732
111320,17733
3009,17734
6117,17735
6788,17736
8397,17737
45036,17738
130374,17739
107906,17740
120625,17741
82108,17742
8141,17743
30970,17744
6831,17745
63781,17746
91983,17747
6937,17748
101450,17749
94681,17750
89720,17751
43762,17752
47571,17753
69302,17754
78827,17755
57179,17756
65770,17757
3828,17758
51207,17759
53046,17760
93865,17761
59302,17762
127256,17763
127258,17764
127260,17765
127262,17766
7329,17767
25887,17768
31932,17769
33641,17770
49291,17771
54725,17772
59157,17773
64524,17774
68921,17775
69786,17776
71014,17777
73086,17778
88425,17779
96512,17780
100629,17781
101531,17782
107949,17783
117515,17784
94739,17785
1698,17786
95294,17787
109436,17788
80430,17789
89373,17790
74230,17791
8421,17792
43892,17793
87834,17794
98511,17795
86316,17796
86655,17797
91727,17798
43518,17799
27468,17800
3779,17801
112460,17802
27305,17803
27411,17804
27480,17805
27549,17806
27656,17807
32250,17808
54689,17809
58816,17810
66553,17811
67233,17812
76718,17813
78358,17814
8791,17815
77951,17816
127323,17817
8380,17818
99613,17819
80348,17820
83376,17821
6529,17822
100611,17823
26962,17824
79402,17825
41822,17826
5724,17827
36046,17828
76816,17829
32999,17830
126723,17831
124273,17832
125966,17833
126086,17834
128091,17835
128812,17836
129401,17837
44255,17838
33801,17839
53375,17840
114928,17841
26856,17842
117450,17843
82584,17844
128973,17845
83535,17846
61768,17847
67190,17848
56030,17849
79545,17850
103972,17851
69379,17852
87057,17853
26489,17854
26108,17855
83038,17856
90730,17857
95352,17858
117504,17859
81051,17860
70126,17861
26409,17862
57044,17863
8842,17864
56616,17865
102677,17866
87469,17867
6821,17868
5408,17869
91470,17870
38881,17871
59154,17872
104680,17873
88024,17874
27598,17875
50541,17876
82438,17877
108752,17878
109062,17879
122423,17880
84100,17881
27881,17882
94772,17883
89208,17884
113073,17885
26068,17886
103064,17887
103721,17888
104601,17889
126412,17890
54491,17891
6719,17892
36392,17893
26718,17894
83177,17895
8606,17896
101926,17897
33098,17898
103288,17899
106403,17900
112743,17901
110132,17902
70237,17903
58774,17904
26370,17905
3346,17906
25956,17907
88310,17908
102396,17909
44871,17910
25806,17911
25912,17912
77143,17913
79855,17914
85440,17915
87260,17916
95288,17917
96759,17918
109580,17919
113947,17920
115915,17921
117606,17922
121063,17923
89898,17924
26617,17925
68128,17926
73256,17927
82106,17928
97552,17929
118462,17930
118464,17931
118574,17932
118576,17933
118718,17934
118854,17935
118892,17936
127449,17937
129013,17938
129389,17939
69093,17940
43967,17941
59112,17942
97724,17943
3209,17944
8792,17945
44763,17946
78099,17947
103032,17948
107658,17949
107865,17950
108063,17951
111115,17952
127288,17953
439,17954
7252,17955
73872,17956
80041,17957
111283,17958
9016,17959
7242,17960
61398,17961
33737,17962
1708,17963
6633,17964
60391,17965
67873,17966
71707,17967
102039,17968
102284,17969
102305,17970
102541,17971
103182,17972
103359,17973
103500,17974
103683,17975
115819,17976
114182,17977
92713,17978
80834,17979
58922,17980
82638,17981
81851,17982
61994,17983
119571,17984
102113,17985
113521,17986
7850,17987
8220,17988
8465,17989
8750,17990
25875,17991
25948,17992
26970,17993
33610,17994
34306,17995
37269,17996
39731,17997
41499,17998
43383,17999
47665,18000
60896,18001
61396,18002
64522,18003
66686,18004
67667,18005
69007,18006
69354,18007
69744,18008
69926,18009
70724,18010
71143,18011
71243,18012
71697,18013
71738,18014
71976,18015
72276,18016
72298,18017
72651,18018
72876,18019
73111,18020
74310,18021
74590,18022
74613,18023
76312,18024
76720,18025
77229,18026
77238,18027
78340,18028
78690,18029
78905,18030
78982,18031
79923,18032
80400,18033
27603,18034
5566,18035
31577,18036
120390,18037
27234,18038
73676,18039
107357,18040
107780,18041
117138,18042
123109,18043
129309,18044
130768,18045
3193,18046
86787,18047
98526,18048
6018,18049
104762,18050
26185,18051
7985,18052
53845,18053
82678,18054
87051,18055
87368,18056
87761,18057
88329,18058
90086,18059
90380,18060
91862,18061
27263,18062
129775,18063
129777,18064
95595,18065
95591,18066
53853,18067
55549,18068
45550,18069
76864,18070
35386,18071
36711,18072
45200,18073
45707,18074
49183,18075
54243,18076
57942,18077
69858,18078
71343,18079
79519,18080
80467,18081
84766,18082
95021,18083
95628,18084
97096,18085
97823,18086
106852,18087
106922,18088
107081,18089
81355,18090
118468,18091
826,18092
48899,18093
81524,18094
82353,18095
91605,18096
99402,18097
109197,18098
80004,18099
25872,18100
108875,18101
32959,18102
53382,18103
70789,18104
78295,18105
79828,18106
81681,18107
82194,18108
82269,18109
82308,18110
82680,18111
83222,18112
84133,18113
84508,18114
86081,18115
87038,18116
87071,18117
89592,18118
91446,18119
92128,18120
106967,18121
108209,18122
123347,18123
126975,18124
127084,18125
77979,18126
85334,18127
76089,18128
5683,18129
130034,18130
57938,18131
92099,18132
102882,18133
111578,18134
97470,18135
46716,18136
65204,18137
74159,18138
74547,18139
6847,18140
8624,18141
103386,18142
78737,18143
79124,18144
79127,18145
88518,18146
99669,18147
106910,18148
129337,18149
70173,18150
109,18151
77719,18152
6274,18153
25860,18154
26021,18155
26804,18156
31826,18157
46409,18158
49371,18159
82836,18160
83381,18161
84090,18162
85538,18163
88099,18164
1522,18165
86089,18166
88276,18167
71110,18168
87408,18169
98483,18170
77711,18171
27702,18172
109680,18173
44234,18174
80797,18175
87258,18176
88284,18177
88973,18178
89501,18179
96520,18180
98520,18181
98807,18182
100308,18183
105187,18184
105189,18185
105191,18186
84805,18187
96216,18188
109598,18189
6745,18190
33051,18191
83920,18192
93914,18193
96753,18194
100717,18195
128600,18196
71348,18197
43953,18198
96195,18199
46925,18200
31636,18201
56028,18202
26315,18203
51579,18204
54561,18205
73359,18206
103071,18207
104625,18208
105001,18209
108544,18210
108748,18211
109203,18212
109459,18213
110138,18214
110163,18215
110284,18216
110613,18217
111603,18218
112367,18219
77212,18220
80667,18221
88213,18222
92646,18223
65878,18224
51686,18225
27044,18226
106421,18227
109370,18228
116453,18229
75374,18230
91353,18231
27883,18232
53912,18233
82175,18234
128695,18235
89023,18236
92083,18237
128508,18238
69947,18239
90321,18240
26177,18241
117336,18242
89408,18243
91655,18244
26719,18245
111377,18246
113889,18247
7568,18248
8394,18249
8699,18250
31011,18251
86725,18252
109710,18253
100401,18254
80777,18255
31389,18256
48407,18257
51341,18258
78701,18259
40964,18260
2631,18261
2222,18262
85686,18263
96950,18264
104590,18265
104608,18266
106620,18267
112792,18268
112802,18269
112923,18270
81589,18271
91709,18272
95748,18273
4742,18274
107299,18275
33898,18276
121099,18277
129779,18278
128736,18279
34526,18280
43624,18281
48851,18282
72931,18283
86941,18284
87763,18285
90609,18286
100081,18287
79022,18288
99962,18289
4202,18290
6227,18291
8816,18292
94429,18293
72321,18294
85549,18295
80432,18296
122110,18297
122315,18298
74859,18299
77742,18300
80639,18301
92520,18302
89703,18303
93172,18304
108216,18305
114013,18306
3750,18307
96608,18308
110639,18309
112255,18310
26886,18311
33799,18312
89371,18313
93948,18314
103525,18315
44243,18316
79603,18317
85624,18318
91793,18319
92412,18320
96836,18321
104524,18322
106326,18323
110966,18324
114700,18325
115721,18326
116957,18327
86775,18328
102463,18329
104736,18330
105098,18331
106200,18332
107213,18333
108953,18334
27332,18335
94496,18336
86173,18337
88889,18338
64845,18339
107359,18340
108713,18341
27461,18342
69773,18343
69339,18344
46651,18345
95926,18346
106113,18347
114497,18348
46083,18349
50358,18350
79010,18351
81621,18352
81989,18353
82759,18354
93733,18355
94301,18356
6106,18357
68548,18358
55209,18359
27321,18360
71634,18361
86988,18362
92783,18363
106074,18364
106076,18365
106082,18366
106098,18367
106107,18368
106115,18369
106212,18370
109929,18371
118244,18372
74115,18373
95624,18374
111749,18375
33389,18376
111757,18377
69061,18378
61267,18379
65603,18380
77468,18381
77550,18382
96671,18383
97544,18384
97722,18385
64953,18386
69227,18387
102051,18388
112406,18389
79521,18390
403,18391
60768,18392
1815,18393
2547,18394
5658,18395
7623,18396
7726,18397
26868,18398
34185,18399
90384,18400
4309,18401
26475,18402
84504,18403
117604,18404
87031,18405
69444,18406
81447,18407
126245,18408
7422,18409
31154,18410
44782,18411
57023,18412
58530,18413
72292,18414
80129,18415
85319,18416
87055,18417
92174,18418
94727,18419
95735,18420
97256,18421
100070,18422
100143,18423
100948,18424
101018,18425
104368,18426
106048,18427
106594,18428
113632,18429
114725,18430
101329,18431
33743,18432
106300,18433
42150,18434
96264,18435
109621,18436
64658,18437
73617,18438
113434,18439
114238,18440
116141,18441
127587,18442
5697,18443
27170,18444
95484,18445
109576,18446
6028,18447
8399,18448
8647,18449
8817,18450
53847,18451
65764,18452
30958,18453
89056,18454
72001,18455
